date,u925,v925,prRatio,wdCoh,ws925,wd925,month,year,winter
1988-10-01 12:00:00,-4.723494452476502,-11.281591848373413,0.05555555555555555,32.589084785009646,12.230523883949605,22.718593799135874,10,1988,1988-1989
1988-10-02 12:00:00,-4.5055535906791695,-9.310533946609498,0.0,34.53364988699603,10.343406379401797,25.82326831851043,10,1988,1988-1989
1988-10-03 12:00:00,-6.471280036544801,-3.063285248422625,0.0,30.68585876264453,7.159691461549649,64.66870740876428,10,1988,1988-1989
1988-10-04 12:00:00,-6.667135641384126,-0.1399968041837234,0.0,38.77179251227267,6.668605308893021,88.79707750559032,10,1988,1988-1989
1988-10-05 12:00:00,-4.740050887680054,-1.8907855981588373,0.0,26.31315948972791,5.103249219468058,68.25315919318263,10,1988,1988-1989
1988-10-06 12:00:00,-5.499362257575989,-10.161911733818052,0.0,28.891058151371965,11.554541761833754,28.421099025051262,10,1988,1988-1989
1988-10-07 12:00:00,-6.656324608325958,-6.166012773227693,0.3333333333333333,23.605482964985384,9.073388055793314,47.189859572276816,10,1988,1988-1989
1988-10-08 12:00:00,-7.5671325935363765,-2.9700203483104715,0.5,19.173060731409578,8.129115361313236,68.57051228936118,10,1988,1988-1989
1988-10-09 12:00:00,-11.390266221237184,-4.044538328075409,0.2777777777777778,41.84003904552928,12.087036645842016,70.45069815040145,10,1988,1988-1989
1988-10-10 12:00:00,-4.7907863752365145,-11.510797442436218,0.0,22.43909935807062,12.46796261840514,22.59704656746905,10,1988,1988-1989
1988-10-11 12:00:00,1.485366059994697,-13.002093135070801,0.19444444444444445,10.96928562827327,13.086662608367323,353.4827535386662,10,1988,1988-1989
1988-10-12 12:00:00,0.8436670663714416,-9.449060984230044,0.6944444444444444,15.76845999197485,9.486649967326624,354.89782929101773,10,1988,1988-1989
1988-10-13 12:00:00,-0.14522123446464696,-2.205855462074284,0.5555555555555556,58.2683217249496,2.2106305721450585,3.7665994980270625,10,1988,1988-1989
1988-10-14 12:00:00,-1.2336618689537047,-4.078280650806429,0.7777777777777778,39.18030282512211,4.260785687364767,16.83033394188584,10,1988,1988-1989
1988-10-15 12:00:00,-6.856023077774048,-2.322962278079989,0.1111111111111111,33.472096763550766,7.2388677421509025,71.2825578126926,10,1988,1988-1989
1988-10-16 12:00:00,-5.025843641567232,0.377633893245457,0.027777777777777776,71.33966785236215,5.040011078044323,94.29703911962497,10,1988,1988-1989
1988-10-17 12:00:00,-7.02705681295395,-5.822204865837099,0.027777777777777776,15.663356927341127,9.125655973805923,50.35685789111915,10,1988,1988-1989
1988-10-18 12:00:00,-6.799973021221161,-4.456257161426545,0.0,16.516819799985498,8.130059100529406,56.76179028255629,10,1988,1988-1989
1988-10-19 12:00:00,-5.335357430076599,-5.142490823936463,0.4722222222222222,28.9852071864387,7.410212600252728,46.054528991761345,10,1988,1988-1989
1988-10-20 12:00:00,-4.8165542675972,0.7493024163924136,0.3888888888888889,60.62084793595969,4.87448962701946,98.84251888189954,10,1988,1988-1989
1988-10-21 12:00:00,-1.7241825572013847,-0.880454808425903,0.027777777777777776,56.78118585729841,1.9359767974430375,62.948845205818,10,1988,1988-1989
1988-10-22 12:00:00,-6.296333345985412,-4.796043063068392,0.0,45.063426495593546,7.914912675865369,52.702750098648664,10,1988,1988-1989
1988-10-23 12:00:00,-8.798401012992858,-2.9828826734542893,0.16666666666666666,35.58429690588409,9.290287908834019,71.27202853296995,10,1988,1988-1989
1988-10-24 12:00:00,-9.155563372802733,-1.5756171817302742,0.4166666666666667,31.90870915121714,9.290151246173046,80.23538984126225,10,1988,1988-1989
1988-10-25 12:00:00,-8.155233299255373,1.8340149798870065,0.0,39.06292121479487,8.358913871534604,102.67428127388729,10,1988,1988-1989
1988-10-26 12:00:00,-4.586587793159485,-0.8111578664511419,0.19444444444444445,50.87188777438577,4.657763912937749,79.97069938802326,10,1988,1988-1989
1988-10-27 12:00:00,-6.340860863304137,-6.676975381469724,0.027777777777777776,43.019071369337894,9.20806802388725,43.52097804533611,10,1988,1988-1989
1988-10-28 12:00:00,-6.175669874763488,-2.7493001973152174,0.0,25.195280891127027,6.759996300074341,66.00220814878821,10,1988,1988-1989
1988-10-29 12:00:00,-7.432068125057222,2.3854949078321432,0.0,45.020032916414266,7.80552513100718,107.79523963919445,10,1988,1988-1989
1988-10-30 12:00:00,-6.997496013545995,7.069865126419065,0.0,43.41153916168872,9.947258082775804,135.29475380028418,10,1988,1988-1989
1988-10-31 12:00:00,3.3145554826974823,10.63442499408722,0.027777777777777776,49.267180832910356,11.138997845531119,197.31129995598343,10,1988,1988-1989
1988-11-01 12:00:00,3.2639713109493282,-1.622971179652208,0.0,124.52044724501596,3.645208384809016,296.4383192328027,11,1988,1988-1989
1988-11-02 12:00:00,-5.074828734588622,-9.327065541458127,0.0,33.01404037214762,10.618287917553467,28.55048079082053,11,1988,1988-1989
